Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category,ObjectId
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,1000,Expenses,Fund Total,10624
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,1000,Expenses,Enterprise Funds,10625
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,450,Expenses,Enterprise Funds,10626
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,250,Expenses,Fund Total,10627
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,3500,Expenses,Enterprise Funds,10628
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,400,Expenses,Fund Total,10629
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,300,Expenses,Enterprise Funds,10630
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,2500,Expenses,Fund Total,10631
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,500,Expenses,Fund Total,10632
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,12000,Expenses,Fund Total,10633
2026,Public Works,Marina Fund,Other Services and Supplies,600,Expenses,Other Governmental Funds,10634
2026,Public Works,General Fund,Other Services and Supplies,8000,Expenses,Fund Total,10635
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,500,Expenses,Fund Total,10636
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,500,Expenses,Fund Total,10637
2026,Public Works,Fleet Management Fund,Other Services and Supplies,950,Expenses,Internal Service Funds,10638
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,3700,Expenses,Enterprise Funds,10639
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,2500,Expenses,Fund Total,10640
2026,Utilities,Water Fund,Other Services and Supplies,3200,Expenses,Enterprise Funds,10641
2026,Utilities,Water Fund,Other Services and Supplies,3000,Expenses,Enterprise Funds,10642
2026,Public Works,General Fund,Other Services and Supplies,2000,Expenses,Fund Total,10643
2026,Utilities,Water Fund,Other Services and Supplies,100,Expenses,Enterprise Funds,10644
2026,Utilities,Water Fund,Other Services and Supplies,100350,Expenses,Enterprise Funds,10645
2026,Utilities,Water Fund,Other Services and Supplies,956,Expenses,Enterprise Funds,10646
2026,Utilities,Wastewater Fund,Other Services and Supplies,3000,Expenses,Enterprise Funds,10647
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,3400,Expenses,Enterprise Funds,10648
2026,Public Works,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,10649
2026,Utilities,Water Fund,Other Services and Supplies,2000,Expenses,Enterprise Funds,10650
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,2500,Expenses,Enterprise Funds,10651
2026,Utilities,Water Fund,Other Services and Supplies,500,Expenses,Enterprise Funds,10652
2026,Public Works,General Fund,Other Services and Supplies,500,Expenses,Fund Total,10653
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,1000,Expenses,Enterprise Funds,10654
2026,Public Works,General Fund,Other Services and Supplies,44000,Expenses,Fund Total,10655
2026,Utilities,Wastewater Fund,Other Services and Supplies,4500,Expenses,Enterprise Funds,10656
2026,Public Works,General Fund,Other Services and Supplies,250,Expenses,Fund Total,10657
2026,Public Works,General Fund,Other Services and Supplies,500,Expenses,Fund Total,10658
2026,Utilities,Water Fund,Other Services and Supplies,4625,Expenses,Enterprise Funds,10659
2026,Utilities,Water Fund,Other Services and Supplies,580,Expenses,Enterprise Funds,10660
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,2066,Expenses,Enterprise Funds,10661
2026,Public Works,General Fund,Other Services and Supplies,330,Expenses,Fund Total,10662
2026,Public Works,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,10663
2026,Public Works,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,10664
2026,Utilities,Water Fund,Other Services and Supplies,2000,Expenses,Enterprise Funds,10665
2026,Public Works,General Fund,Other Services and Supplies,500,Expenses,Fund Total,10666
2026,Public Works,General Fund,Other Services and Supplies,500,Expenses,Fund Total,10667
2026,Public Works,General Fund,Other Services and Supplies,300,Expenses,Fund Total,10668
2026,Public Works,General Fund,Other Services and Supplies,200,Expenses,Fund Total,10669
2026,Utilities,Water Fund,Other Services and Supplies,66865,Expenses,Enterprise Funds,10670
2026,Utilities,Water Fund,Other Services and Supplies,2000,Expenses,Enterprise Funds,10671
2026,Utilities,Water Fund,Other Services and Supplies,25000,Expenses,Enterprise Funds,10672
2026,Public Works,Parking Fund,Other Services and Supplies,500,Expenses,Enterprise Funds,10673
2026,Utilities,Water Fund,Other Services and Supplies,5000,Expenses,Enterprise Funds,10674
2026,Utilities,Water Fund,Other Services and Supplies,1500,Expenses,Enterprise Funds,10675
2026,Public Works,General Fund,Other Services and Supplies,10000,Expenses,Fund Total,10676
2026,Utilities,Water Fund,Other Services and Supplies,11887,Expenses,Enterprise Funds,10677
2026,Community Development,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,10678
2026,Community Development,General Fund,Other Services and Supplies,1060,Expenses,Fund Total,10679
2026,Fire,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,10680
2026,Citywide and Community Support,General Fund,Other Services and Supplies,450000,Expenses,Fund Total,10681
2026,Community Development,General Fund,Other Services and Supplies,2500,Expenses,Fund Total,10682
2026,Community Development,Measure U Fund,Other Services and Supplies,2300,Expenses,Fund Total,10683
2026,Community Development,General Fund,Other Services and Supplies,2500,Expenses,Fund Total,10684
2026,Community Development,General Fund,Other Services and Supplies,500,Expenses,Fund Total,10685
2026,Community Development,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,10686
2026,Community Development,Measure U Fund,Other Services and Supplies,50,Expenses,Fund Total,10687
2026,Community Development,Measure U Fund,Other Services and Supplies,5500,Expenses,Fund Total,10688
2026,Community Development,Measure U Fund,Other Services and Supplies,2280,Expenses,Fund Total,10689
2026,Community Development,Measure U Fund,Other Services and Supplies,200,Expenses,Fund Total,10690
2026,Community Response,Measure U Fund,Other Services and Supplies,1000,Expenses,Fund Total,10691
2026,Community Response,Measure U Fund,Other Services and Supplies,5000,Expenses,Fund Total,10692
2026,Community Development,General Fund,Other Services and Supplies,250,Expenses,Fund Total,10693
2026,City Clerk,General Fund,Other Services and Supplies,1500,Expenses,Fund Total,10694
2026,Police,General Fund,Other Services and Supplies,173,Expenses,Fund Total,10695
2026,Police,General Fund,Other Services and Supplies,259,Expenses,Fund Total,10696
2026,Police,General Fund,Other Services and Supplies,8945,Expenses,Fund Total,10697
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,19382000,Expenses,Risk Management,10698
2026,Human Resources,Worker's Compensation Fund,Other Services and Supplies,12243000,Expenses,Risk Management,10699
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,51176,Expenses,Risk Management,10700
2026,Human Resources,Worker's Compensation Fund,Other Services and Supplies,57720,Expenses,Risk Management,10701
2026,Fire,General Fund,Other Services and Supplies,155550,Expenses,Fund Total,10702
2026,City Attorney,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,10703
2026,City Manager,Innovation and Growth Fund,Employee Services,9540,Expenses,Other Governmental Funds,10704
2026,Mayor/Council,General Fund,Employee Services,15282,Expenses,Fund Total,10705
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,28962,Expenses,Enterprise Funds,10706
2026,Public Works,Parking Fund,Other Services and Supplies,54388,Expenses,Enterprise Funds,10707
2026,Public Works,Parking Fund,Other Services and Supplies,68904,Expenses,Enterprise Funds,10708
2026,Community Development,Measure U Fund,Other Services and Supplies,1585,Expenses,Fund Total,10709
2026,Public Works,Parking Fund,Other Services and Supplies,29934,Expenses,Enterprise Funds,10710
2026,Public Works,Parking Fund,Other Services and Supplies,60000,Expenses,Enterprise Funds,10711
2026,Public Works,Parking Fund,Other Services and Supplies,42179,Expenses,Enterprise Funds,10712
2026,Public Works,Parking Fund,Other Services and Supplies,40000,Expenses,Enterprise Funds,10713
2026,Public Works,Parking Fund,Other Services and Supplies,170000,Expenses,Enterprise Funds,10714
2026,Community Development,General Fund,Other Services and Supplies,36000,Expenses,Fund Total,10715
2026,Finance,General Fund,Other Services and Supplies,176225,Expenses,Fund Total,10716
2026,Citywide and Community Support,General Fund,Other Services and Supplies,3306000,Expenses,Fund Total,10717
2026,City Manager,General Fund,Other Services and Supplies,20000,Expenses,Fund Total,10718
2026,City Manager,Innovation and Growth Fund,Other Services and Supplies,138500,Expenses,Other Governmental Funds,10719
2026,Mayor/Council,Measure U Fund,Other Services and Supplies,3000,Expenses,Fund Total,10720
2026,Office of the City Auditor,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,10721
2026,City Manager,General Fund,Other Services and Supplies,7500,Expenses,Fund Total,10722
2026,City Manager,General Fund,Other Services and Supplies,2000,Expenses,Fund Total,10723
2026,City Manager,General Fund,Other Services and Supplies,400,Expenses,Fund Total,10724
2026,City Attorney,General Fund,Other Services and Supplies,47000,Expenses,Fund Total,10725
2026,City Treasurer,General Fund,Other Services and Supplies,13000,Expenses,Fund Total,10726
2026,City Clerk,General Fund,Other Services and Supplies,11200,Expenses,Fund Total,10727
2026,Finance,General Fund,Other Services and Supplies,4000,Expenses,Fund Total,10728
2026,Finance,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,10729
2026,Finance,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,10730
2026,Finance,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,10731
2026,Finance,General Fund,Other Services and Supplies,1995,Expenses,Fund Total,10732
2026,Finance,General Fund,Other Services and Supplies,11995,Expenses,Fund Total,10733
2026,Finance,General Fund,Other Services and Supplies,6995,Expenses,Fund Total,10734
2026,Finance,General Fund,Other Services and Supplies,2495,Expenses,Fund Total,10735
2026,Finance,General Fund,Other Services and Supplies,1495,Expenses,Fund Total,10736
2026,Finance,General Fund,Other Services and Supplies,2995,Expenses,Fund Total,10737
2026,Information Technology,General Fund,Other Services and Supplies,62550,Expenses,Fund Total,10738
2026,Human Resources,General Fund,Other Services and Supplies,4000,Expenses,Fund Total,10739
2026,Human Resources,General Fund,Other Services and Supplies,33000,Expenses,Fund Total,10740
2026,Human Resources,General Fund,Other Services and Supplies,68000,Expenses,Fund Total,10741
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,3500,Expenses,Risk Management,10742
2026,Human Resources,Worker's Compensation Fund,Other Services and Supplies,10000,Expenses,Risk Management,10743
2026,Police,General Fund,Other Services and Supplies,29722,Expenses,Fund Total,10744
2026,Human Resources,General Fund,Other Services and Supplies,628,Expenses,Fund Total,10745
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,10000,Expenses,Risk Management,10746
2026,Police,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,10747
2026,Fire,General Fund,Other Services and Supplies,10000,Expenses,Fund Total,10748
2026,Fire,General Fund,Other Services and Supplies,6000,Expenses,Fund Total,10749
2026,Fire,General Fund,Other Services and Supplies,20037,Expenses,Fund Total,10750
2026,Fire,General Fund,Other Services and Supplies,11000,Expenses,Fund Total,10751
2026,Fire,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,10752
2026,Police,General Fund,Other Services and Supplies,30600,Expenses,Fund Total,10753
2026,Fire,General Fund,Other Services and Supplies,500,Expenses,Fund Total,10754
2026,Fire,General Fund,Other Services and Supplies,28200,Expenses,Fund Total,10755
2026,Fire,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,10756
2026,Fire,General Fund,Other Services and Supplies,5150,Expenses,Fund Total,10757
2026,Fire,General Fund,Other Services and Supplies,39237,Expenses,Fund Total,10758
2026,Fire,General Fund,Other Services and Supplies,6000,Expenses,Fund Total,10759
2026,Fire,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,10760
2026,Fire,Measure U Fund,Other Services and Supplies,100000,Expenses,Fund Total,10761
2026,Fire,General Fund,Other Services and Supplies,540,Expenses,Fund Total,10762
2026,Utilities,Water Fund,Other Services and Supplies,7450,Expenses,Enterprise Funds,10763
2026,Utilities,Water Fund,Other Services and Supplies,38000,Expenses,Enterprise Funds,10764
2026,Utilities,Cty/Cnty Office-Water Planning,Other Services and Supplies,12735,Expenses,Other Governmental Funds,10765
