Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category,ObjectId
2026,Utilities,Storm Drainage Fund,Labor and Supply Offset,-69500,Expenses,Enterprise Funds,13312
2026,Fire,General Fund,Other Services and Supplies,77000,Expenses,Fund Total,13313
2026,Office of the City Auditor,General Fund,Labor and Supply Offset,-174356,Expenses,Fund Total,13314
2026,Utilities,Water Fund,Other Services and Supplies,2000000,Expenses,Enterprise Funds,13315
2026,Fire,General Fund,Labor and Supply Offset,-337018,Expenses,Fund Total,13316
2026,Public Works,General Fund,Employee Services,-39043,Expenses,Fund Total,13317
2026,Fire,General Fund,Labor and Supply Offset,-741374,Expenses,Fund Total,13318
2026,Public Works,General Fund,Employee Services,-64750,Expenses,Fund Total,13319
2026,Utilities,Storm Drainage Fund,Labor and Supply Offset,-54365,Expenses,Enterprise Funds,13320
2026,Public Works,General Fund,Employee Services,-55173,Expenses,Fund Total,13321
2026,Fire,General Fund,Labor and Supply Offset,-168509,Expenses,Fund Total,13322
2026,Public Works,General Fund,Employee Services,-49296,Expenses,Fund Total,13323
2026,City Manager,General Fund,Labor and Supply Offset,-65449,Expenses,Fund Total,13324
2026,Public Works,General Fund,Employee Services,-26043,Expenses,Fund Total,13325
2026,Utilities,Water Fund,Labor and Supply Offset,-323367,Expenses,Enterprise Funds,13326
2026,Public Works,General Fund,Employee Services,-27393,Expenses,Fund Total,13327
2026,City Manager,Measure U Fund,Labor and Supply Offset,-35362,Expenses,Fund Total,13328
2026,Public Works,General Fund,Employee Services,-166875,Expenses,Fund Total,13329
2026,City Manager,Measure U Fund,Labor and Supply Offset,-16993,Expenses,Fund Total,13330
2026,City Manager,Measure U Fund,Labor and Supply Offset,-8431,Expenses,Fund Total,13331
2026,City Manager,Measure U Fund,Labor and Supply Offset,-33222,Expenses,Fund Total,13332
2026,City Manager,Measure U Fund,Labor and Supply Offset,-177648,Expenses,Fund Total,13333
2026,City Manager,Measure U Fund,Labor and Supply Offset,-147994,Expenses,Fund Total,13334
2026,City Attorney,General Fund,Labor and Supply Offset,-1287885,Expenses,Fund Total,13335
2026,Finance,General Fund,Labor and Supply Offset,-138629,Expenses,Fund Total,13336
2026,Convention and Cultural Services,Measure U Fund,Labor and Supply Offset,-392722,Expenses,Fund Total,13337
2026,Community Response,Measure U Fund,Labor and Supply Offset,-136451,Expenses,Fund Total,13338
2026,"Youth, Parks, and Community Enrichment",START Fund,Labor and Supply Offset,-882444,Expenses,Other Governmental Funds,13339
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Labor and Supply Offset,-2311,Expenses,Fund Total,13340
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Labor and Supply Offset,-57233,Expenses,Fund Total,13341
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Labor and Supply Offset,-62718,Expenses,Fund Total,13342
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Labor and Supply Offset,-306895,Expenses,Fund Total,13343
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Labor and Supply Offset,-96668,Expenses,Fund Total,13344
2026,Public Works,Recycling and Solid Waste,Labor and Supply Offset,-961482,Expenses,Enterprise Funds,13345
2026,Community Development,General Fund,Labor and Supply Offset,-315099,Expenses,Fund Total,13346
2026,Public Works,General Fund,Labor and Supply Offset,-137816,Expenses,Fund Total,13347
2026,Public Works,Measure U Fund,Labor and Supply Offset,-125726,Expenses,Fund Total,13348
2026,Community Development,Measure U Fund,Labor and Supply Offset,-428790,Expenses,Fund Total,13349
2026,Community Development,Measure U Fund,Labor and Supply Offset,-114815,Expenses,Fund Total,13350
2026,Community Development,Measure U Fund,Labor and Supply Offset,-100036,Expenses,Fund Total,13351
2026,Community Response,Measure U Fund,Labor and Supply Offset,-46889,Expenses,Fund Total,13352
2026,Non-Appropriated,Interdepartmental Service Fund,Labor and Supply Offset,-26505629,Expenses,Other Governmental Funds,13353
2026,Human Resources,Worker's Compensation Fund,Labor and Supply Offset,263495,Expenses,Risk Management,13354
2026,Utilities,Cty/Cnty Office-Water Planning,Labor and Supply Offset,52250,Expenses,Other Governmental Funds,13355
2026,Human Resources,Risk Mgmt Fund,Labor and Supply Offset,2793387,Expenses,Risk Management,13356
2026,Utilities,Water Fund,Labor and Supply Offset,5929045,Expenses,Enterprise Funds,13357
2026,Utilities,Wastewater Fund,Labor and Supply Offset,2156430,Expenses,Enterprise Funds,13358
2026,Utilities,Storm Drainage Fund,Labor and Supply Offset,2887524,Expenses,Enterprise Funds,13359
2026,Public Works,Recycling and Solid Waste,Labor and Supply Offset,4934142,Expenses,Enterprise Funds,13360
2026,Public Works,Fleet Management Fund,Labor and Supply Offset,2217590,Expenses,Internal Service Funds,13361
2026,Convention and Cultural Services,Community Center Fund,Labor and Supply Offset,3748765,Expenses,Enterprise Funds,13362
2026,Public Works,Parking Fund,Labor and Supply Offset,1523001,Expenses,Enterprise Funds,13363
2026,Convention and Cultural Services,Community Center Fund,Operating Transfers,-50000,Expenses,Enterprise Funds,13364
2026,Convention and Cultural Services,Measure U Fund,Operating Transfers,25000,Expenses,Fund Total,13365
2026,Convention and Cultural Services,Community Center Fund,Operating Transfers,-25000,Expenses,Enterprise Funds,13366
2026,Convention and Cultural Services,Measure U Fund,Operating Transfers,50000,Expenses,Fund Total,13367
2026,Citywide and Community Support,Measure L Childrens Fund,Operating Transfers,-9328745,Expenses,Other Governmental Funds,13368
2026,Utilities,Cty/Cnty Office-Water Planning,Operating Transfers,-219192,Expenses,Other Governmental Funds,13369
2026,Utilities,Habitat Management Element,Operating Transfers,-203345,Expenses,Other Governmental Funds,13370
2026,Utilities,Water Fund,Operating Transfers,-98000,Expenses,Enterprise Funds,13371
2026,City Manager,Measure U Fund,Operating Transfers,-186300,Expenses,Fund Total,13372
2026,Utilities,Storm Drainage Fund,Operating Transfers,-685394,Expenses,Enterprise Funds,13373
2026,Convention and Cultural Services,Measure U Fund,Operating Transfers,-78134,Expenses,Fund Total,13374
2026,Convention and Cultural Services,Measure U Fund,Operating Transfers,-66600,Expenses,Fund Total,13375
2026,Convention and Cultural Services,Measure U Fund,Operating Transfers,-9900,Expenses,Fund Total,13376
2026,Convention and Cultural Services,Measure U Fund,Operating Transfers,-923539,Expenses,Fund Total,13377
2026,Convention and Cultural Services,Measure U Fund,Operating Transfers,-13000,Expenses,Fund Total,13378
2026,Convention and Cultural Services,Measure U Fund,Operating Transfers,-7000,Expenses,Fund Total,13379
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Operating Transfers,-4800,Expenses,Fund Total,13380
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Operating Transfers,-9286140,Expenses,Fund Total,13381
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Operating Transfers,-169441,Expenses,Fund Total,13382
2026,Convention and Cultural Services,Measure U Fund,Operating Transfers,-25000,Expenses,Fund Total,13383
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Operating Transfers,-1303663,Expenses,Fund Total,13384
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Operating Transfers,-119000,Expenses,Fund Total,13385
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Operating Transfers,-400435,Expenses,Fund Total,13386
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Operating Transfers,-8884,Expenses,Fund Total,13387
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Operating Transfers,-41845,Expenses,Fund Total,13388
2026,"Youth, Parks, and Community Enrichment",4th R Program,Operating Transfers,-4600,Expenses,Other Governmental Funds,13389
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Operating Transfers,-169700,Expenses,Fund Total,13390
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Operating Transfers,-2525877,Expenses,Fund Total,13391
2026,"Youth, Parks, and Community Enrichment",Golf Fund,Operating Transfers,-250000,Expenses,Other Governmental Funds,13392
2026,"Youth, Parks, and Community Enrichment",Golf Fund,Operating Transfers,250000,Expenses,Other Governmental Funds,13393
2026,Public Works,Parking Fund,Operating Transfers,-5300000,Expenses,Enterprise Funds,13394
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Operating Transfers,-703842,Expenses,Fund Total,13395
2026,Utilities,Water Fund,Transfers,57415,Expenses,Enterprise Funds,13396
2026,Utilities,Wastewater Fund,Transfers,470351,Expenses,Enterprise Funds,13397
2026,Utilities,Wastewater Fund,Transfers,292145,Expenses,Enterprise Funds,13398
2026,Human Resources,Measure U Fund,Transfers,40754,Expenses,Fund Total,13399
2026,Human Resources,Risk Mgmt Fund,Transfers,298851,Expenses,Risk Management,13400
2026,Human Resources,Worker's Compensation Fund,Transfers,339604,Expenses,Risk Management,13401
2026,Utilities,Water Fund,Transfers,226292,Expenses,Enterprise Funds,13402
2026,Utilities,Wastewater Fund,Transfers,364581,Expenses,Enterprise Funds,13403
2026,Utilities,Storm Drainage Fund,Transfers,384401,Expenses,Enterprise Funds,13404
2026,Utilities,Wastewater Fund,Transfers,378805,Expenses,Enterprise Funds,13405
2026,Utilities,Wastewater Fund,Transfers,13841,Expenses,Enterprise Funds,13406
2026,Utilities,Recycling and Solid Waste,Transfers,1271704,Expenses,Enterprise Funds,13407
2026,Finance,General Fund,Transfers,91008,Expenses,Fund Total,13408
2026,Human Resources,Recycling and Solid Waste,Transfers,175965,Expenses,Enterprise Funds,13409
2026,Utilities,Wastewater Fund,Transfers,143628,Expenses,Enterprise Funds,13410
2026,Utilities,Storm Drainage Fund,Transfers,188986,Expenses,Enterprise Funds,13411
2026,Utilities,Recycling and Solid Waste,Transfers,47982,Expenses,Enterprise Funds,13412
2026,Utilities,Storm Drainage Fund,Transfers,351747,Expenses,Enterprise Funds,13413
2026,Utilities,Storm Drainage Fund,Transfers,13841,Expenses,Enterprise Funds,13414
2026,Utilities,Storm Drainage Property Fee,Transfers,351747,Expenses,Enterprise Funds,13415
2026,Utilities,Storm Drainage Property Fee,Transfers,3691,Expenses,Enterprise Funds,13416
2026,Finance,Innovation and Growth Fund,Transfers,174195,Expenses,Other Governmental Funds,13417
2026,Finance,Power Inn Rd Md 2003-01,Transfers,332,Expenses,Other Governmental Funds,13418
2026,Finance,Neighborhood Lighting Dist,Transfers,1412,Expenses,Other Governmental Funds,13419
2026,Finance,Northside Subdiv Maint Dist,Transfers,489,Expenses,Other Governmental Funds,13420
2026,Finance,Subdiv Lndscpng Maint Dist,Transfers,10488,Expenses,Other Governmental Funds,13421
2026,Utilities,Wastewater Fund,Transfers,166237,Expenses,Enterprise Funds,13422
2026,Utilities,Storm Drainage Fund,Transfers,306900,Expenses,Enterprise Funds,13423
2026,Utilities,Storm Drainage Fund,Transfers,59586,Expenses,Enterprise Funds,13424
2026,Utilities,Wastewater Fund,Transfers,300389,Expenses,Enterprise Funds,13425
2026,Utilities,Recycling and Solid Waste,Transfers,1008456,Expenses,Enterprise Funds,13426
2026,Utilities,Storm Drainage Fund,Transfers,278933,Expenses,Enterprise Funds,13427
2026,Utilities,Storm Drainage Property Fee,Transfers,278933,Expenses,Enterprise Funds,13428
2026,Utilities,Wastewater Fund,Transfers,123698,Expenses,Enterprise Funds,13429
2026,Utilities,Storm Drainage Fund,Transfers,162761,Expenses,Enterprise Funds,13430
2026,Finance,Laguna Creek Maint Dist,Transfers,3308,Expenses,Other Governmental Funds,13431
2026,Finance,12th Street Maint Benefit Area,Transfers,542,Expenses,Other Governmental Funds,13432
2026,Finance,Old Sacto Maint Dist,Transfers,2162,Expenses,Other Governmental Funds,13433
2026,Finance,Oak Park PBID,Transfers,1488,Expenses,Other Governmental Funds,13434
2026,Finance,Franklin Boulevard PBID,Transfers,1488,Expenses,Other Governmental Funds,13435
2026,Finance,Del Paso Prop and Business Imprv,Transfers,1488,Expenses,Other Governmental Funds,13436
2026,Police,Risk Mgmt Fund,Transfers,94421,Expenses,Risk Management,13437
2026,Utilities,Storm Drainage Property Fee,Transfers,1382681,Expenses,Enterprise Funds,13438
2026,Finance,Downtown Management District,Transfers,1984,Expenses,Other Governmental Funds,13439
2026,Finance,The River District PBID,Transfers,1488,Expenses,Other Governmental Funds,13440
2026,Finance,N Natomas Transp Mgmt Assoc,Transfers,34633,Expenses,Other Governmental Funds,13441
2026,Finance,Stockton Blvd PBID,Transfers,1488,Expenses,Other Governmental Funds,13442
2026,Finance,Neighborhood Water Quality Dist,Transfers,2633,Expenses,Other Governmental Funds,13443
2026,Finance,N Nat Lndscp 99-02,Transfers,13270,Expenses,Other Governmental Funds,13444
2026,Utilities,Wastewater Fund,Transfers,59833,Expenses,Enterprise Funds,13445
2026,Utilities,Storm Drainage Fund,Transfers,124317,Expenses,Enterprise Funds,13446
2026,Utilities,Water Fund,Transfers,259819,Expenses,Enterprise Funds,13447
2026,Utilities,Wastewater Fund,Transfers,316177,Expenses,Enterprise Funds,13448
2026,Office of the City Auditor,Water Fund,Transfers,91055,Expenses,Enterprise Funds,13449
2026,Office of the City Auditor,Wastewater Fund,Transfers,30894,Expenses,Enterprise Funds,13450
2026,Finance,Willowcreek Assmnt Md,Transfers,2600,Expenses,Other Governmental Funds,13451
2026,Finance,Willowcreek Lndscpng CFD,Transfers,3943,Expenses,Other Governmental Funds,13452
2026,Finance,N Natomas Lands CFD 3,Transfers,58229,Expenses,Other Governmental Funds,13453
2026,Finance,Village Garden N.-Mtce Dist #1,Transfers,864,Expenses,Other Governmental Funds,13454
2026,Finance,Landscaping and Lighting,Transfers,429924,Expenses,Other Governmental Funds,13455
2026,Finance,Neighborhood Park Maint CFD,Transfers,41179,Expenses,Other Governmental Funds,13456
2026,Utilities,Storm Drainage Fund,Transfers,23909,Expenses,Enterprise Funds,13457
2026,Utilities,Water Fund,Transfers,133848,Expenses,Enterprise Funds,13458
2026,Utilities,Wastewater Fund,Transfers,49290,Expenses,Enterprise Funds,13459
2026,Office of the City Auditor,Storm Drainage Fund,Transfers,40650,Expenses,Enterprise Funds,13460
2026,Finance,Power Inn Area Prop and Business,Transfers,1488,Expenses,Other Governmental Funds,13461
